fighter,age,height,reach,slpm,stac,sapm,tdavg,tdacc,tddef,subavg,wins,losses,draws
Alexander Gustafsson,37.0,77,79,4.03,40,51,1.53,39,83,0.4,18,8,0
Jake Hadley,27.0,67,70,3.42,44,60,0.32,25,35,2.2,10,2,0
Marcus McGhee,33.0,68,69,5.43,51,71,0.84,33,10,0.8,9,1,0
Cody Donovan,43.0,75,74,5.61,59,45,1.67,28,0,1.7,8,5,0
David Onama,29.0,71,74,5.38,46,51,0.87,18,45,0.3,11,2,0
Dennis Buzukja,26.0,69,70,3.3,43,40,0.98,30,73,0.3,8,4,0
Philipe Lins,38.0,74,78,3.59,46,44,1.55,35,10,0.0,17,5,0
Roland Delorme,40.0,69,71,2.28,44,40,2.51,34,42,1.6,9,5,0
Kevin Borjas,26.0,65,68,5.4,41,49,0.0,0,56,0.0,9,2,0
Cody Durden,32.0,67,67,3.16,51,51,4.84,50,66,0.3,16,5,1
Richard Jacobi,30.0,76,75,0.88,44,51,3.28,10,10,0.0,6,1,1
Alistair Overeem,43.0,76,80,3.67,64,57,1.42,55,73,0.8,47,19,0
Aoriqileng,30.0,67,69,5.31,50,47,1.45,46,58,0.0,25,10,0
Hakeem Dawodu,32.0,68,73,5.45,50,56,0.0,0,65,0.0,13,4,1
Kevin Vallejos,22.0,67,68,4.73,44,51,0.0,0,66,0.0,11,1,0
Taila Santos,30.0,66,68,3.39,48,58,2.0,76,86,1.1,19,3,0
Aisling Daly,36.0,62,64,2.92,52,55,2.15,41,33,0.9,16,6,0
Justin Gonzales,32.0,69,72,6.67,80,43,14.0,73,10,0.0,6,0,0
Carlos Prates,30.0,73,78,4.38,56,37,0.0,0,66,0.0,18,6,0
Billy Evangelista,43.0,68,68,4.51,40,61,1.6,19,61,0.2,13,3,0
Bryan Barberena,34.0,72,72,5.53,48,44,0.14,22,49,0.3,18,11,0
Marlon Moraes,35.0,66,67,3.37,40,54,0.87,41,46,0.3,23,10,1
Antonio Banuelos,44.0,65,63,2.69,33,58,1.62,62,86,0.4,20,11,1
Shane Young,30.0,68,72,5.19,40,52,0.63,18,64,0.0,13,8,0
Renan Barao,37.0,66,70,3.78,36,57,1.49,41,91,0.5,34,9,0
Aleksei Oleinik,46.0,74,80,3.29,48,44,1.82,46,37,1.9,60,17,1
Dylan Andrews,44.0,73,74,2.21,50,46,2.83,50,57,0.4,18,7,0
Luana Carolina,30.0,66,69,4.63,49,49,0.38,42,76,0.6,10,4,0
Ji Yeon Kim,34.0,67,72,5.37,36,56,0.0,0,50,0.1,9,7,2
Tony Ferguson,40.0,71,76,4.94,45,55,0.39,35,67,0.9,26,10,0
Luke Sanders,38.0,66,67,6.61,52,50,0.71,30,72,0.2,13,5,0
Danny Chavez,36.0,68,67,2.86,38,50,1.95,60,87,0.0,11,5,1
Cortavious Romious,30.0,64,68,14.48,31,41,0.0,0,0,0.0,7,2,0
Kevin Gray,38.0,64,67,3.45,62,66,0.0,0,0,0.0,9,4,0
Benoit Saint Denis,28.0,71,73,5.53,52,44,4.55,36,66,1.4,13,1,0
John Castaneda,32.0,66,71,4.79,50,56,1.92,37,71,0.2,21,6,0
Dale Hartt,44.0,70,69,1.14,35,66,1.22,10,25,2.5,6,3,0
Phil Harris,40.0,64,65,2.34,26,68,1.76,21,60,0.0,22,12,0
Dominique Steele,36.0,70,74,2.32,49,50,2.95,42,76,0.0,14,9,0
Danny Downes,37.0,72,72,1.66,34,37,0.0,0,37,0.5,8,3,0
Richie Vaculik,40.0,66,69,3.69,46,57,3.0,45,31,1.0,10,4,0
Brad Riddell,32.0,67,71,4.71,53,53,1.77,36,63,0.0,10,4,0
Myles Jury,35.0,70,73,2.94,42,66,2.16,55,50,0.3,17,4,0
Mohammad Yahya,29.0,69,73,2.87,46,37,1.0,10,42,1.0,12,4,0
Liang Na,27.0,65,67,1.93,40,27,5.1,60,0,0.8,19,7,0
Chad Johnson,37.0,74,80,5.92,68,40,0.0,0,0,0.0,6,2,0
Tresean Gore,29.0,72,75,3.04,53,47,3.04,71,81,1.2,5,2,0
Roman Bogatov,33.0,68,73,3.33,42,44,1.0,9%,50,0.0,10,1,0
John Maguire,40.0,69,69,1.41,41,65,2.8,46,77,1.1,24,9,0
Martin Sano,32.0,71,75,4.0,33,40,0.0,0,0,0.0,4,3,1
Markus Perez,35.0,73,73,2.6,47,52,0.81,25,77,1.0,12,5,0
Themba Gorimbo,33.0,73,77,2.3,60,46,3.39,45,66,0.0,12,4,0
Jasmine Jasudavicius,35.0,67,68,3.95,45,51,2.16,37,80,0.4,10,3,0
Jamie Pickett,35.0,74,80,2.84,48,49,1.44,40,69,0.1,13,10,0
Xie Bin,26.0,70,71,2.24,39,59,4.81,45,0,0.0,8,4,0
JunYong Park,33.0,70,73,4.53,50,53,1.83,50,57,1.1,17,6,0
Louis Smolka,32.0,69,68,4.67,47,53,1.69,35,32,1.8,17,9,0
Andrew Craig,38.0,73,76,2.39,40,50,0.53,37,72,0.0,9,4,0
Said Nurmagomedov,31.0,68,70,3.55,47,57,1.01,16,66,1.4,18,3,0
Evan Tanner,53.0,72,74,3.05,59,56,2.55,43,25,1.3,32,8,0
Sergei Pavlovich,31.0,75,84,8.21,48,55,0.0,0,75,0.0,18,2,0
Charles Jourdain,28.0,69,69,5.56,48,57,0.09,10,48,0.6,15,7,1
Davi Bittencourt,29.0,65,65,4.15,66,46,14.1,33,0,0.0,14,4,0
Carlos Mota,28.0,64,69,0.8,41,54,0.0,0,50,1.0,8,2,0
Johny Hendricks,40.0,69,69,3.49,45,53,3.83,46,63,0.3,18,8,0
Makhmud Muradov,34.0,74,75,4.21,43,61,3.03,66,77,0.2,26,8,0
Siyar Bahadurzada,39.0,71,73,2.91,40,49,1.32,61,62,0.3,24,8,1
Jacob Rosales,28.0,71,74,7.19,46,44,1.12,18,50,0.6,13,7,0
Jansey Silva,28.0,74,67,0.46,40,33,0.0,0,0,0.0,7,2,0
Daniel Roberts,43.0,70,74,0.73,20,46,2.46,44,40,2.5,15,7,0
Luis Saldana,33.0,71,73,5.16,50,60,0.64,17,44,0.2,16,7,1
Damien Brown,39.0,70,68,3.66,38,50,0.68,27,53,0.7,17,12,0
Waldo Cortes-Acosta,32.0,76,78,6.13,47,52,0.0,0,60,0.0,11,1,0
Alex Nicholson,33.0,76,77,4.12,43,47,0.0,0,50,0.5,7,4,0
Takashi Sato,33.0,70,73,2.21,41,44,0.76,37,60,0.0,16,7,0
Hyder Amil,33.0,69,70,4.73,54,61,0.68,33,78,2.0,9,0,0
Garrett Armfield,27.0,66,70,6.22,53,58,0.0,0,64,0.0,10,3,0
Joe Giannetti,28.0,72,74,1.93,38,40,1.0,16,0,0.0,6,1,0
Steven Siler,37.0,71,70,3.21,41,54,0.47,21,55,1.6,29,16,0
Felipe Silva,39.0,72,77,5.4,50,59,1.0,10,71,0.0,8,2,0
Trevin Jones,33.0,67,70,2.13,37,39,0.62,15,60,0.2,13,10,0
Ahmad Hassanzada,27.0,73,75,2.59,34,40,2.5,22,0,0.0,10,2,0
Tim McKenzie,41.0,72,74,1.37,54,44,0.0,0,28,2.1,14,9,0
Wagnney Fabiano,48.0,66,69,1.19,38,70,3.44,64,10,0.4,16,4,0
Trevin Giles,31.0,72,74,3.27,55,58,1.19,50,71,0.3,16,6,0
Bobby Moffett,33.0,70,73,3.41,39,61,2.74,66,66,1.4,13,5,0
Hector Lombard,46.0,69,71,3.02,46,53,1.69,48,77,0.5,34,10,1
Mitch Gagnon,39.0,65,65,2.76,46,61,1.16,25,65,1.9,12,5,0
Vagner Rocha,41.0,70,73,2.64,42,48,1.4,33,50,1.9,14,4,0
Lando Vannata,31.0,69,71,4.52,45,55,1.09,37,69,0.3,12,7,2
Bevon Lewis,32.0,75,79,3.73,43,54,0.0,0,66,0.0,7,3,0
Darren Stewart,33.0,72,74,3.05,45,48,1.75,45,67,0.1,12,8,0
Joseph Morales,29.0,66,69,1.58,37,60,0.53,50,23,2.6,9,2,0
Tecia Torres,34.0,61,60,4.74,48,61,0.66,14,61,0.1,13,6,0
Ashlee Evans-Smith,36.0,68,67,4.03,34,53,0.95,22,50,0.0,6,6,0
Carlos Ulberg,33.0,76,77,7.29,59,52,0.95,75,75,0.3,10,1,0
Shamil Gamzatov,33.0,74,76,5.35,48,51,0.0,0,50,0.0,14,1,0
Alexa Grasso,30.0,65,66,4.67,43,58,0.41,45,59,0.6,16,3,1
Mark Hunt,49.0,70,72,2.81,43,51,0.51,55,64,0.2,13,14,1
Askar Mozharov,29.0,75,74,0.43,18,13,0.0,0,33,0.0,19,13,0
Juliana Lima,41.0,65,65,1.94,44,55,1.72,31,70,0.0,9,5,0
Wagner Prado,37.0,72,74,1.72,40,50,0.0,0,22,0.0,12,3,0
Jeff Hougland,45.0,67,68,1.86,48,47,0.86,18,0,1.1,10,6,0
Jamey-Lyn Horth,33.0,67,66,3.97,62,57,0.5,25,70,0.0,6,1,0
Bristol Marunde,41.0,73,75,1.42,21,47,1.6,33,14,0.0,16,10,0
Molly McCann,33.0,64,62,5.79,49,63,1.82,38,43,0.6,14,6,0
Michal Oleksiejczuk,29.0,72,74,5.12,50,62,0.76,44,48,0.0,19,6,0
Charlie Valencia,49.0,63,64,2.58,37,77,1.4,53,75,0.5,12,7,0
Zarrukh Adashev,31.0,65,65,3.65,40,64,0.0,0,10,0.5,4,4,0
Emily Ducote,30.0,62,63,6.93,48,56,0.25,14,92,0.0,13,8,0
Matt Bessette,39.0,70,70,4.36,41,58,0.64,28,61,0.3,22,9,0
Marcelo Guimaraes,40.0,72,73,4.67,51,62,1.99,13,0,0.0,9,2,1
Pawel Pawlak,35.0,72,73,1.67,33,53,1.0,37,70,0.0,12,3,0
Nathaniel Wood,30.0,66,69,5.91,50,56,1.74,48,70,0.5,20,6,0
Tim Hague,40.0,76,76,2.79,47,46,1.72,33,85,0.9,21,13,0
Guram Kutateladze,32.0,71,72,4.62,45,56,0.69,18,75,0.0,12,4,0
Punahele Soriano,31.0,71,72,3.96,45,48,0.79,40,33,0.0,9,4,0
Brian Camozzi,32.0,74,78,3.15,26,54,0.0,0,0,0.7,7,5,0
Jiri Prochazka,31.0,75,80,5.31,55,40,0.61,50,68,0.3,29,4,1
Rodolfo Vieira,34.0,72,73,3.19,54,49,4.18,30,10,1.6,10,2,0
Francisco Prado,21.0,70,69,4.58,41,52,0.0,0,25,0.4,12,2,0
Joshua Weems,29.0,68,69,5.25,64,61,4.77,40,10,0.0,11,3,0
Mike Guymon,49.0,72,74,2.75,65,66,1.87,37,54,1.2,15,6,1
Leonardo Damiani,33.0,70,69,1.67,23,37,0.0,0,50,0.0,10,3,1
Kenny Florian,47.0,70,74,2.41,40,63,2.22,33,60,1.3,14,6,0
Tabatha Ricci,29.0,61,61,4.41,37,59,3.39,41,71,0.2,9,2,0
Tereza Bleda,22.0,69,71,3.02,53,46,1.81,27,83,0.7,7,1,0
Mike de la Torre,37.0,71,71,3.21,39,51,0.36,16,83,0.0,14,7,0
Miesha Tate,37.0,66,65,2.62,45,51,2.02,31,55,1.3,20,9,0
Maycee Barber,25.0,65,65,4.6,52,54,1.14,35,45,0.1,13,2,0
Nick Thompson,42.0,73,74,1.87,42,49,1.06,10,35,2.6,38,14,1
Renato Moicano,34.0,71,72,4.41,47,60,1.8,47,72,0.6,18,5,1
Korey Kuppe,35.0,77,77,0.73,73,31,0.0,0,69,1.0,8,4,0
Chase Gibson,34.0,70,72,3.13,54,52,0.0,0,0,0.0,9,5,0
Chad George,41.0,66,68,1.26,50,65,3.08,46,0,1.3,16,8,0
Dustin Pague,36.0,69,74,1.65,53,41,1.03,44,55,2.6,12,11,0
Cole Smith,34.0,71,67,1.78,35,49,1.67,33,45,1.7,7,2,0
Ricky Glenn,34.0,72,70,3.94,43,51,0.55,13,68,0.4,22,8,2
Gina Mazany,35.0,66,68,3.73,50,50,4.34,52,33,0.2,7,6,0
Leandro Silva,38.0,69,72,2.39,48,63,1.76,37,65,0.4,20,6,1
Ken Stone,41.0,68,71,3.85,49,48,1.24,33,60,0.6,11,4,0
Pete Rodriguez,27.0,69,71,9.28,43,42,0.0,0,10,0.0,5,2,0
Rony Jason,39.0,67,73,2.04,44,53,0.59,30,36,0.8,14,7,0
Shaun Etchell,30.0,67,68,0.0,0,0,4.37,10,10,0.0,7,3,0
Junior Assuncao,42.0,69,72,3.31,62,44,2.43,24,66,0.7,16,6,0
Bruno Oliveira,39.0,76,80,3.44,33,54,0.0,0,0,0.0,8,2,0
Justin Frazier,34.0,72,75,1.11,66,4%,0.0,0,0,0.0,10,3,0
Malik Lewis,28.0,72,75,4.16,45,40,3.98,40,50,0.0,6,2,0
Laureano Staropoli,31.0,73,71,3.31,34,54,0.83,26,48,0.0,9,5,0
Miles Johns,29.0,67,66,3.51,48,68,1.03,21,85,0.0,13,2,0
Antonio Mendes,42.0,75,77,1.34,47,22,2.51,50,10,0.0,18,13,0
Jamall Emmers,34.0,70,74,5.1,48,57,1.96,40,90,0.2,20,7,0
Jesse Taylor,41.0,72,73,1.94,65,38,7.28,50,10,3.1,31,15,0
Ailin Perez,29.0,65,66,2.96,55,57,4.89,50,75,0.0,9,2,0
Dean Lister,48.0,73,75,1.26,35,61,1.58,15,50,1.1,13,7,0
Richard Walsh,35.0,72,73,3.84,46,58,1.55,40,66,0.2,9,5,0
Nate Mohr,41.0,69,72,3.79,41,74,0.45,50,71,0.0,9,7,0
Damian Stasiak,34.0,65,70,1.86,36,52,2.64,35,43,0.6,10,6,0
Tai Tuivasa,30.0,74,75,3.98,49,43,0.0,0,54,0.0,15,6,0
Shanna Young,33.0,67,65,3.18,47,43,0.0,0,53,0.6,9,6,0
Dricus Du Plessis,30.0,73,76,6.49,50,55,3.0,51,40,0.8,21,2,0
Jaqueline Amorim,28.0,63,68,3.42,52,62,1.57,23,0,3.7,7,1,0
Manny Bermudez,29.0,70,71,2.92,61,46,3.06,54,0,3.1,14,2,0
Bart Palaszewski,40.0,69,70,2.67,32,57,0.65,31,53,0.5,36,17,0
Karl Roberson,33.0,73,74,2.57,51,57,0.72,40,42,0.5,9,6,0
Lyman Good,38.0,72,74,5.34,48,63,0.27,10,75,0.0,21,6,0
Joshua Van,22.0,65,65,9.08,53,60,1.14,42,78,0.0,10,1,0
Walel Watson,39.0,71,75,2.1,29,43,0.0,0,61,1.4,14,10,0
Lucie Pudilova,29.0,68,67,3.68,37,51,0.55,27,66,0.7,14,9,0
Melquizael Costa,27.0,70,71,4.29,46,59,2.49,27,42,0.5,20,7,0
Roosevelt Roberts,30.0,74,73,3.05,44,52,1.39,29,52,0.9,12,5,0
Omari Akhmedov,36.0,72,73,2.97,34,55,2.58,45,65,0.2,21,6,1
Chris Fishgold,31.0,68,68,2.01,32,46,2.59,46,44,1.3,18,4,1
James Head,40.0,73,73,2.75,48,49,0.41,10,66,0.8,9,4,0
Derrick Krantz,36.0,70,72,2.07,37,50,3.18,50,0,0.8,22,12,0
Dusko Todorovic,29.0,73,74,5.54,57,46,0.96,12,45,0.0,12,4,0
Al Matavao,30.0,68,67,7.84,46,58,0.0,0,0,0.0,8,3,0
Aiemann Zahabi,36.0,68,68,3.04,43,72,0.25,16,75,0.0,10,2,0
Patrick Williams,42.0,68,73,4.12,51,52,2.71,41,10,0.5,8,6,0
Sergey Morozov,34.0,66,67,3.01,43,61,3.63,31,68,0.0,19,5,0
Robbie Lawler,41.0,71,74,3.85,47,59,0.65,64,65,0.0,30,16,0
Qiu Lun,26.0,68,66,3.51,46,67,0.67,18,68,0.0,16,9,0
Kyle Daukaus,31.0,75,76,3.22,52,42,2.12,25,82,1.9,11,4,0
Zarah Fairn,40.0,68,72,4.55,31,45,0.0,0,60,0.0,6,6,0
Stipe Miocic,41.0,76,80,4.82,53,54,1.86,34,68,0.0,20,4,0
Josh Neer,40.0,71,72,3.29,46,58,1.09,34,46,1.3,36,16,1
Alvaro Herrera Mendoza,33.0,72,74,1.89,38,55,0.0,0,33,1.1,9,6,0
Mike Ricci,37.0,72,76,1.8,32,65,0.67,10,54,0.0,11,5,0
Jon Jones,36.0,76,84,4.29,57,64,1.93,45,95,0.5,27,1,0
Taylor Lapilus,31.0,66,73,3.91,46,61,0.37,40,77,0.4,19,4,0
Ronnie Lawrence,31.0,68,68,2.78,56,52,6.75,77,45,0.2,8,2,0
Tafon Nchukwi,29.0,72,77,5.57,52,54,0.76,57,64,0.0,6,4,0
Ilir Latifi,41.0,70,73,2.05,45,56,2.11,35,10,0.3,17,9,0
Thiago Santos,40.0,74,76,3.72,48,53,0.88,33,65,0.1,22,11,0
Askar Askar,29.0,67,69,0.0,0,0,0.0,0,0,0.0,11,1,0
Will Campuzano,37.0,69,70,2.43,31,57,0.88,45,48,0.2,14,6,0
Devonte Smith,30.0,69,76,4.55,53,49,0.35,25,85,0.3,11,4,0
Damian Grabowski,43.0,73,75,4.0,36,51,0.0,0,0,0.0,20,5,0
Anthony Romero,27.0,71,70,5.87,52,65,2.0,22,10,0.0,8,0,0
Angga,35.0,67,68,3.56,38,53,0.0,0,33,0.0,13,3,0
Kris McCray,42.0,72,76,2.69,45,54,2.88,55,38,0.0,8,5,0
Fredy Serrano,44.0,63,65,1.58,26,61,2.84,25,84,0.0,3,2,0
James Te Huna,42.0,74,75,4.04,51,62,2.75,37,58,0.2,16,9,0
Erick Silva,39.0,72,74,2.5,48,49,0.85,35,56,1.4,19,9,0
Kaue Fernandes,28.0,69,73,1.53,54,59,1.0,10,62,0.0,8,2,0
Shohei Nose,26.0,66,68,2.48,40,53,3.23,17,0,4.8,10,4,2
Da Woon Jung,30.0,76,78,3.49,43,51,1.9,50,77,0.2,15,5,1
Caio Bittencourt,32.0,72,75,0.29,16,33,0.0,0,0,0.0,14,7,0
Clayton Carpenter,27.0,66,66,4.5,51,60,2.47,50,0,2.5,7,0,0
Teddy Ash,34.0,73,73,7.27,61,28,0.0,0,10,0.0,14,5,0
Chris Cariaso,42.0,63,64,3.35,43,61,1.11,39,57,0.8,17,8,0
Victor Madrigal,33.0,67,71,2.31,38,50,0.0,0,0,0.0,15,5,0
Tony Johnson,40.0,74,76,4.0,92,22,0.0,0,90,0.0,7,2,0
Seth Petruzelli,44.0,72,76,2.17,41,55,0.46,50,47,2.3,14,8,0
Orion Cosce,29.0,71,71,2.77,53,44,1.92,40,61,0.0,8,2,0
Impa Kasanganay,30.0,71,75,4.96,48,58,1.75,58,66,0.2,9,2,0
Ronaldo Rodriguez,24.0,66,65,2.0,41,47,1.2,50,63,1.8,17,2,0
Rama Supandhi,32.0,65,66,2.2,42,48,1.0,11,0,0.0,8,4,0
Kolton Englund,30.0,70,69,2.31,25,40,0.0,0,0,0.0,9,4,0
Marcin Tybura,38.0,75,78,3.55,48,55,1.39,33,79,0.1,24,8,0
Kyron Bowen,30.0,75,73,2.73,57,40,0.0,0,0,0.0,9,5,0
Elias Silverio,37.0,71,73,3.67,49,51,1.62,38,85,0.2,13,3,0
Charlie Campbell,28.0,72,72,11.03,54,60,0.0,0,10,0.0,8,2,0
Brok Weaver,32.0,72,73,4.78,64,46,0.41,10,66,0.4,15,6,0
KB Bhullar,32.0,76,78,4.31,49,45,0.0,0,0,0.0,8,2,0
Don Shainis,33.0,66,67,3.42,50,31,0.97,25,20,1.9,12,5,0
Matt Frevola,33.0,69,71,3.71,42,59,2.59,40,42,0.9,11,4,1
Renato Sobral,48.0,73,75,2.23,45,57,2.48,42,65,2.6,37,11,0
Magomed Mustafaev,35.0,68,71,2.59,58,41,3.31,50,23,0.4,14,4,0
Henry Briones,43.0,68,69,3.47,42,53,0.0,0,52,0.6,16,8,1
Devin Powell,36.0,72,73,2.88,41,51,0.0,0,0,0.6,9,4,0
Josh Koscheck,46.0,70,73,1.79,36,63,2.46,48,64,0.4,17,11,0
Zachary Micklewright,47.0,72,74,5.56,53,54,0.7,12,10,0.0,15,3,0
Charles Johnson,33.0,69,70,4.45,55,59,0.48,23,63,0.6,14,6,0
Amir Albazi,30.0,65,68,2.8,39,63,1.71,33,40,0.7,17,1,0
Josh Fremd,30.0,76,76,2.93,43,47,0.84,25,31,1.4,11,5,0
Alton Cunningham,30.0,74,77,3.33,75,20,1.67,10,10,0.0,4,2,0
Liz Carmouche,40.0,66,66,2.78,54,61,2.57,51,65,0.3,13,7,0
Marion Reneau,46.0,66,68,3.2,41,59,0.62,63,50,0.8,9,8,1
Ben Sosoli,34.0,72,72,2.31,31,47,0.0,0,0,0.0,7,3,0
Kay Hansen,24.0,62,63,3.01,50,51,1.83,22,37,0.8,7,6,0
Frank Camacho,34.0,70,73,6.56,46,51,1.11,31,73,0.0,22,10,0
Jake Matthews,29.0,71,73,3.3,45,60,1.59,40,62,0.6,19,7,0
Ricardo Romero,45.0,72,76,2.17,55,46,1.63,10,10,3.3,11,3,0
Melvin Guillard,40.0,69,71,2.96,40,66,1.3,63,61,0.2,32,18,2
Elizeu Zaleski dos Sant,37.0,71,73,4.52,42,57,0.43,13,68,0.4,24,7,1
Dione Barbosa,31.0,66,66,0.87,50,66,3.27,10,0,9.8,6,2,0
Theo Rlayang,29.0,67,65,5.93,48,40,2.0,40,0,0.0,5,1,0
Jack Hermansson,35.0,73,77,5.09,44,56,1.53,30,80,0.4,24,8,0
Dinis Paiva Jr.,35.0,69,71,2.6,41,67,0.0,0,81,0.0,13,8,0
Sherrard Blackledge,30.0,71,75,3.7,49,55,4.0,33,42,0.0,5,1,0
Brendan Schaub,40.0,76,78,2.92,37,57,2.32,46,72,0.4,10,5,0
Darrick Minner,33.0,67,69,2.63,65,35,2.4,72,66,2.7,26,14,0
Adam Antolin,42.0,65,63,5.73,52,69,0.0,0,10,0.0,12,3,0
Cameron Olson,34.0,73,75,3.13,47,57,3.0,42,10,1.0,7,3,0
Anthony Pettis,37.0,70,72,3.05,47,54,0.61,50,60,1.1,24,10,0
Zach Makovsky,40.0,64,64,1.94,43,62,3.71,30,56,0.3,20,8,0
Jorge Santiago,43.0,73,75,1.69,35,56,0.58,30,52,0.8,25,12,0
Dustin Hazelett,37.0,73,76,2.24,40,46,0.55,50,25,4.1,12,7,0
Polyana Viana,31.0,65,67,2.99,40,53,0.82,33,38,1.9,13,7,0
Phil Davis,39.0,74,79,2.85,34,72,2.99,38,72,0.6,17,4,0
Charles Rosa,37.0,69,69,3.08,36,47,1.67,35,38,1.0,14,8,0
Logan Urban,29.0,72,72,2.55,66,27,0.0,0,0,0.0,5,1,0
Glover Teixeira,44.0,74,76,3.73,49,51,2.11,33,60,0.9,33,9,0
Cristiane Justino,38.0,68,68,7.28,52,64,0.66,55,94,0.4,21,2,0
Dennis Siver,45.0,66,70,3.87,32,65,0.87,32,65,0.3,23,11,0
Sergio Moraes,41.0,72,72,2.42,42,59,1.2,38,75,0.4,14,6,1
Yoshihiro Akiyama,48.0,70,75,3.1,41,57,2.29,67,92,1.0,14,6,0
Donovan Beard,34.0,74,78,0.0,0,28,0.0,0,0,0.0,7,2,0
Paddy Holohan,35.0,70,69,2.13,46,46,2.88,47,71,1.3,12,2,1
Cameron VanCamp,30.0,74,74,5.31,47,40,0.0,0,0,0.0,15,7,1
Genaro Valdez,32.0,69,72,4.08,30,48,1.54,44,36,0.4,10,3,0
Saidyokub Kakhramonov,28.0,68,69,2.05,51,58,6.63,48,83,1.9,10,3,0
Kazuki Tokudome,37.0,71,73,2.26,41,53,2.0,38,78,0.0,18,7,1
Luis Henrique,30.0,74,74,1.81,43,47,3.09,36,50,1.0,10,5,0
Justin Buchholz,40.0,72,73,2.35,26,51,0.0,0,33,0.8,15,10,0
Muhammad Naimov,29.0,69,70,3.33,46,41,1.94,33,57,0.0,11,2,0
Sergio Pettis,30.0,66,69,3.88,37,65,0.85,40,67,0.4,18,5,0
David Teymur,34.0,69,73,4.69,43,55,0.94,33,77,0.0,8,2,0
Ali AlQaisi,33.0,66,68,2.43,42,56,3.5,29,60,1.0,8,5,0
Chase Hooper,24.0,73,74,4.86,51,36,1.42,22,55,2.2,13,3,1
Anthony Smith,35.0,76,76,3.21,48,46,0.49,26,48,0.6,37,19,0
Pawan Maan,37.0,67,70,0.89,44,43,0.0,0,0,0.0,7,3,1
Nasrudin Nasrudinov,32.0,72,71,1.03,87,75,2.2,50,40,0.0,9,1,0
Farid Basharat,26.0,68,71,4.47,58,57,3.96,41,83,0.6,12,0,0
Seth Baczynski,42.0,75,75,3.08,31,51,0.89,16,48,0.8,20,14,0
Muslim Salikhov,39.0,71,70,3.36,51,62,1.27,40,73,0.0,19,5,0
Darian Weeks,30.0,71,72,4.49,51,51,2.0,30,10,0.0,5,3,0
Kevin Ferguson,50.0,74,77,2.3,50,38,3.1,72,36,1.2,5,2,0
Alan Jouban,42.0,72,73,5.67,50,60,0.51,44,58,0.3,17,7,0
Danielle Taylor,34.0,60,60,2.75,29,71,0.2,20,70,0.2,9,4,0
Mike Budnik,49.0,69,68,0.65,52,53,0.0,0,0,3.4,13,4,0
Yusaku Kinoshita,23.0,72,71,4.65,50,51,0.0,0,50,0.0,6,3,0
Frankie Edgar,42.0,66,68,3.77,40,65,2.29,31,65,0.3,23,11,1
Augusto Montano,39.0,73,73,3.46,46,56,0.0,0,66,0.0,15,3,0
Esteban Ribovics,27.0,70,69,6.16,52,52,0.95,66,60,0.5,12,1,0
Jean Silva,27.0,67,69,5.83,52,57,1.56,50,10,0.0,12,2,0
Rafaello Oliveira,42.0,68,71,2.19,33,59,2.49,36,11,1.6,17,8,0
Khalid Murtazaliev,30.0,72,76,4.8,69,78,7.5,10,33,0.0,14,2,0
Chelsea Chandler,33.0,68,68,3.12,45,42,0.78,33,33,0.0,5,2,0
Jordan Espinosa,34.0,66,69,4.22,52,57,0.75,28,70,0.2,15,9,0
Roman Dolidze,35.0,74,76,2.62,39,51,1.3,40,33,1.3,12,3,0
Nick Fiore,26.0,70,72,2.83,46,42,2.5,45,71,0.0,6,2,0
Rustam Khabilov,37.0,68,73,1.98,34,65,3.95,41,61,0.1,24,4,0
Javier Vazquez,46.0,67,69,2.43,36,72,2.56,52,57,1.5,16,5,0
Vinicius Moreira,35.0,76,76,3.15,59,43,1.97,18,0,1.3,9,5,0
Jose Quinonez,33.0,68,69,3.6,45,64,2.7,47,42,0.6,9,5,0
Trevor Peek,29.0,69,70,5.09,56,44,1.76,50,51,0.0,9,1,0
Sheldon Westcott,39.0,73,71,2.26,40,37,3.23,37,14,0.0,10,3,1
Volkan Oezdemir,34.0,74,75,4.59,47,55,0.57,33,80,0.1,19,7,0
Evangelista Santos,46.0,70,76,3.94,36,49,0.78,10,50,0.4,21,18,0
Claudia Gadelha,35.0,64,63,3.31,41,57,3.03,42,58,0.7,18,5,0
Victor Dias,33.0,66,69,2.87,44,55,5.0,41,0,0.0,11,3,0
Ramona Pascual,35.0,67,66,3.87,57,46,1.81,19,10,0.0,6,5,0
Eryk Anders,36.0,73,75,3.56,47,50,1.54,24,79,0.1,15,8,0
Chas Skelly,38.0,71,72,2.01,40,49,1.74,34,39,2.3,19,3,0
Mac Danzig,44.0,68,70,3.39,48,57,1.2,37,46,0.6,21,12,1
Ashley Yoder,36.0,67,69,3.42,39,47,1.09,27,66,0.6,8,9,0
Brendson Ribeiro,27.0,75,81,8.41,46,56,0.0,0,0,0.0,15,6,0
Carlos Felipe,29.0,72,75,4.88,45,50,0.0,0,72,0.0,11,2,0
Phil Hawes,35.0,72,77,5.33,59,55,2.11,34,90,0.2,12,6,0
Rinat Fakhretdinov,32.0,72,74,4.05,56,52,4.25,46,10,0.3,21,1,1
Austin Hubbard,32.0,70,71,3.83,46,56,1.55,52,63,0.0,16,7,0
Niko Price,34.0,72,76,5.46,42,48,0.7,20,64,0.7,15,7,0
Stanislav Nedkov,42.0,71,71,3.33,43,43,2.77,41,0,0.0,12,2,0
